Note,Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
B♯4,0.5,2/4,x,4,108,0
C♯5,1.0,2/4,x,4,109,0
0,0.5,2/4,.,4,109,0
G♯5,0.25,2/4,x,4,109,0
A5,0.25,2/4,x,4,109,0
B5,0.5,2/4,x,4,110,0
E5,0.5,2/4,x,4,110,0
E5,0.5,2/4,x,4,110,0
E5,0.5,2/4,x,4,110,0
E5,0.25,2/4,x,4,111,0
D♯5,0.25,2/4,x,4,111,0
E5,1.0,2/4,x,4,111,0
D5,0.25,2/4,x,4,111,0
C♯5,0.25,2/4,x,4,111,0
D5,0.5,2/4,x,4,112,0
E5,0.25,2/4,x,4,112,0
F♯5,0.25,2/4,x,4,112,0
E5,0.5,2/4,x,4,112,0
D5,0.5,2/4,x,4,112,0
C♯5,0.5,2/4,x,4,113,0
B4,0.5,2/4,x,4,113,0
A4,0.5,2/4,x,4,113,0
E4,0.5,2/4,x,4,113,0
A4,0.5,2/4,x,4,114,0
C♯5,0.25,2/4,x,4,114,0
A4,0.25,2/4,x,4,114,0
B4,0.5,2/4,x,4,114,0
D5,0.5,2/4,x,4,114,0
C♯5,0.5,2/4,x,4,115,0
E5,0.25,2/4,x,4,115,0
C♯5,0.25,2/4,x,4,115,0
D♯5,0.5,2/4,x,4,115,0
F♯5,0.5,2/4,x,4,115,0
E5,0.5,2/4,x,4,116,0
G♯5,0.25,2/4,x,4,116,0
E5,0.25,2/4,x,4,116,0
F♯5,0.5,2/4,x,4,116,0
A5,0.5,2/4,x,4,116,0
G♯5,0.5,2/4,x,4,117,0
F♯5,0.5,2/4,x,4,117,0
A5,0.5,2/4,x,4,117,0
0,0.5,2/4,.,4,117,0
G♯5,0.5,2/4,x,4,118,0
F♯5,0.25,2/4,x,4,118,0
E5,0.25,2/4,x,4,118,0
F♯5,0.5,2/4,x,4,118,0
D♯5,0.5,2/4,x,4,118,0
E5,1.0,2/4,x,4,119,0
G♯5,0.25,2/4,x,4,119,0
A5,0.25,2/4,x,4,119,0
B5,0.25,2/4,x,4,119,0
G♯5,0.25,2/4,x,4,119,0
E5,0.5,2/4,x,4,120,0
E6,0.5,2/4,x,4,120,0
E5,0.5,2/4,x,4,120,0
E5,0.5,2/4,x,4,120,0
E5,1.0,2/4,x,4,121,0
G♯5,0.25,2/4,x,4,121,0
A5,0.25,2/4,x,4,121,0
B5,0.25,2/4,x,4,121,0
G♯5,0.25,2/4,x,4,121,0
E5,0.5,2/4,x,4,122,0
A5,0.5,2/4,x,4,122,0
G♯5,0.5,2/4,x,4,122,0
C♯6,0.5,2/4,x,4,122,0
B5,0.5,2/4,x,4,123,0
E6,0.25,2/4,x,4,123,0
D♯6,0.25,2/4,x,4,123,0
E6,0.5,2/4,x,4,123,0
E5,0.5,2/4,x,4,123,0
B4,1.0,2/4,x,4,124,0
D♯5,1.0,2/4,x,4,124,0
E5,1.5,2/4,x,4,125,0
D♯5,0.25,2/4,x,4,101,1
E5,0.25,2/4,x,4,101,1
F♯5,0.5,2/4,x,4,102,1
D♯5,0.5,2/4,x,4,102,1
E5,0.5,2/4,x,4,102,1
C♯5,0.5,2/4,x,4,102,1
C♯5,1.0,2/4,x,4,103,1
B♯4,0.5,2/4,x,4,103,1
A5,0.5,2/4,x,4,103,1
G♯5,0.5,2/4,x,4,104,1
F♯5,0.25,2/4,x,4,104,1
E5,0.25,2/4,x,4,104,1
F♯5,0.5,2/4,x,4,104,1
D♯5,0.5,2/4,x,4,104,1
D♯5,1.0,2/4,x,4,105,1
C♯5,0.5,2/4,x,4,105,1
G♯5,0.5,2/4,x,4,105,1
C♯5,0.5,2/4,x,4,106,1
E5,0.25,2/4,x,4,106,1
D♯5,0.25,2/4,x,4,106,1
E5,0.5,2/4,x,4,106,1
D♯5,0.5,2/4,x,4,106,1
D♯5,1.0,2/4,x,4,107,1
C♯5,0.5,2/4,x,4,107,1
C♯6,0.5,2/4,x,4,107,1
C♯5,0.5,2/4,x,4,108,1
E5,0.5,2/4,x,4,108,1
G♯4,0.5,2/4,x,4,108,1
B♯4,0.5,2/4,x,4,108,1
C♯5,1.0,2/4,x,4,109,1
0,0.5,2/4,.,4,109,1
G♯5,0.25,2/4,x,4,109,1
A5,0.25,2/4,x,4,109,1
B5,0.5,2/4,x,4,110,1
E5,0.5,2/4,x,4,110,1
E5,0.5,2/4,x,4,110,1
E5,0.5,2/4,x,4,110,1
E5,0.25,2/4,x,4,111,1
D♯5,0.25,2/4,x,4,111,1
E5,1.0,2/4,x,4,111,1
D5,0.25,2/4,x,4,111,1
C♯5,0.25,2/4,x,4,111,1
D5,0.5,2/4,x,4,112,1
E5,0.25,2/4,x,4,112,1
F♯5,0.25,2/4,x,4,112,1
E5,0.5,2/4,x,4,112,1
D5,0.5,2/4,x,4,112,1
C♯5,0.5,2/4,x,4,113,1
B4,0.5,2/4,x,4,113,1
A4,0.5,2/4,x,4,113,1
E4,0.5,2/4,x,4,113,1
A4,0.5,2/4,x,4,114,1
C♯5,0.25,2/4,x,4,114,1
A4,0.25,2/4,x,4,114,1
B4,0.5,2/4,x,4,114,1
D5,0.5,2/4,x,4,114,1
C♯5,0.5,2/4,x,4,115,1
E5,0.25,2/4,x,4,115,1
C♯5,0.25,2/4,x,4,115,1
D♯5,0.5,2/4,x,4,115,1
F♯5,0.5,2/4,x,4,115,1
E5,0.5,2/4,x,4,116,1
G♯5,0.25,2/4,x,4,116,1
E5,0.25,2/4,x,4,116,1
F♯5,0.5,2/4,x,4,116,1
A5,0.5,2/4,x,4,116,1
G♯5,0.5,2/4,x,4,117,1
F♯5,0.5,2/4,x,4,117,1
A5,0.5,2/4,x,4,117,1
0,0.5,2/4,.,4,117,1
G♯5,0.5,2/4,x,4,118,1
F♯5,0.25,2/4,x,4,118,1
E5,0.25,2/4,x,4,118,1
F♯5,0.5,2/4,x,4,118,1
D♯5,0.5,2/4,x,4,118,1
E5,1.0,2/4,x,4,119,1
G♯5,0.25,2/4,x,4,119,1
A5,0.25,2/4,x,4,119,1
B5,0.25,2/4,x,4,119,1
G♯5,0.25,2/4,x,4,119,1
E5,0.5,2/4,x,4,120,1
E6,0.5,2/4,x,4,120,1
E5,0.5,2/4,x,4,120,1
E5,0.5,2/4,x,4,120,1
E5,1.0,2/4,x,4,121,1
G♯5,0.25,2/4,x,4,121,1
A5,0.25,2/4,x,4,121,1
B5,0.25,2/4,x,4,121,1
G♯5,0.25,2/4,x,4,121,1
E5,0.5,2/4,x,4,122,1
A5,0.5,2/4,x,4,122,1
G♯5,0.5,2/4,x,4,122,1
C♯6,0.5,2/4,x,4,122,1
B5,0.5,2/4,x,4,123,1
E6,0.25,2/4,x,4,123,1
D♯6,0.25,2/4,x,4,123,1
E6,0.5,2/4,x,4,123,1
E5,0.5,2/4,x,4,123,1
B4,1.0,2/4,x,4,124,1
D♯5,1.0,2/4,x,4,124,1
E5,1.5,2/4,x,4,125,1
0,0.0,0,.,x,x,.
