performer,measure,error_type,error_value,model
SR-ReproPno-CloseDry,30,global,-18.626597082978563,stcdl
SR-ReproPno-CloseDry,31,global,-19.883370180484263,stcdl
SR-ReproPno-CloseDry,32,global,-21.557966407241665,stcdl
SR-ReproPno-CloseDry,33,global,-23.000363087513804,stcdl
SR-ReproPno-CloseDry,34,global,-24.60529945032563,stcdl
SR-ReproPno-CloseDry,35,global,-25.978036266652182,stcdl
SR-ReproPno-CloseDry,36,global,-27.559752674815456,stcdl
SR-ReproPno-CloseDry,37,global,-29.07180921903317,stcdl
SR-ReproPno-CloseDry,38,global,-30.83928526438467,stcdl
SR-ReproPno-CloseDry,39,global,-32.42100167254796,stcdl
SR-ReproPno-CloseDry,40,global,-34.188477717899474,stcdl
SR-ReproPno-CloseDry,41,global,-35.955953763250974,stcdl
SR-ReproPno-CloseDry,42,global,-37.38002844805902,stcdl
SR-ReproPno-HandRecDry,1,global,33.661188464357124,stcdl
SR-ReproPno-HandRecDry,2,global,31.919910964357125,stcdl
SR-ReproPno-HandRecDry,3,global,30.1988748283027,stcdl
SR-ReproPno-HandRecDry,4,global,28.61715842013944,stcdl
SR-ReproPno-HandRecDry,5,global,26.803242465490914,stcdl
SR-ReproPno-HandRecDry,6,global,25.12864623873355,stcdl
SR-ReproPno-HandRecDry,7,global,23.33795023873355,stcdl
SR-ReproPno-HandRecDry,8,global,21.68657396662471,stcdl
SR-ReproPno-HandRecDry,9,global,19.895877966624717,stcdl
SR-ReproPno-HandRecDry,10,global,18.035522102679145,stcdl
SR-ReproPno-HandRecDry,11,global,16.477025649164407,stcdl
SR-ReproPno-HandRecDry,12,global,14.593449830570318,stcdl
SR-ReproPno-HandRecDry,13,global,12.918853603812934,stcdl
SR-ReproPno-HandRecDry,14,global,11.035277785218838,stcdl
SR-ReproPno-HandRecDry,15,global,9.221361830570324,stcdl
SR-ReproPno-HandRecDry,16,global,7.244906193382114,stcdl
SR-ReproPno-HandRecDry,17,global,5.454210193382117,stcdl
SR-ReproPno-HandRecDry,18,global,3.570634374788007,stcdl
SR-ReproPno-HandRecDry,19,global,1.77993837478801,stcdl
SR-ReproPno-HandRecDry,20,global,0.0318727602755259,stcdl
SR-ReproPno-HandRecDry,21,global,-1.917553398454629,stcdl
SR-ReproPno-HandRecDry,22,global,-3.708249398454626,stcdl
SR-ReproPno-HandRecDry,23,global,-5.975761364157549,stcdl
SR-ReproPno-HandRecDry,24,global,-7.766457364157553,stcdl
SR-ReproPno-HandRecDry,25,global,-9.533933409509046,stcdl
SR-ReproPno-HandRecDry,26,global,-11.347849364157632,stcdl
SR-ReproPno-HandRecDry,27,global,-13.1849852734547,stcdl
SR-ReproPno-HandRecDry,28,global,-15.022121182751754,stcdl
SR-ReproPno-HandRecDry,29,global,-16.7251074321849,stcdl
SR-ReproPno-HandRecDry,30,global,-17.95335445259309,stcdl
SR-ReproPno-HandRecDry,31,global,-19.883370180484263,stcdl
SR-ReproPno-HandRecDry,32,global,-21.598601327876597,stcdl
SR-ReproPno-HandRecDry,33,global,-22.652063767785904,stcdl
SR-ReproPno-HandRecDry,34,global,-23.513961581844896,stcdl
SR-ReproPno-HandRecDry,35,global,-25.14211789930522,stcdl
SR-ReproPno-HandRecDry,36,global,-26.90959394465672,stcdl
SR-ReproPno-HandRecDry,37,global,-28.700289944656745,stcdl
SR-ReproPno-HandRecDry,38,global,-30.49098594465677,stcdl
SR-ReproPno-HandRecDry,39,global,-32.04948239817155,stcdl
SR-ReproPno-HandRecDry,40,global,-33.840178398171574,stcdl
SR-ReproPno-HandRecDry,41,global,-35.58443448887452,stcdl
SR-ReproPno-HandRecDry,42,global,-37.37513048887533,stcdl
SR-ReproPno-RoomDry,1,global,31.64105240993537,stcdl
SR-ReproPno-RoomDry,2,global,29.899774909935363,stcdl
SR-ReproPno-RoomDry,3,global,28.387718365717674,stcdl
SR-ReproPno-RoomDry,4,global,27.038201504039662,stcdl
SR-ReproPno-RoomDry,5,global,25.433265141227867,stcdl
SR-ReproPno-RoomDry,6,global,23.80510882376756,stcdl
SR-ReproPno-RoomDry,7,global,22.01441282376756,stcdl
SR-ReproPno-RoomDry,8,global,20.293376687713145,stcdl
SR-ReproPno-RoomDry,9,global,18.52590064236168,stcdl
SR-ReproPno-RoomDry,10,global,16.967404188846952,stcdl
SR-ReproPno-RoomDry,11,global,15.1302682795499,stcdl
SR-ReproPno-RoomDry,12,global,13.293132370252843,stcdl
SR-ReproPno-RoomDry,13,global,11.618536143495476,stcdl
SR-ReproPno-RoomDry,14,global,9.781400234198436,stcdl
SR-ReproPno-RoomDry,15,global,8.153243916738113,stcdl
SR-ReproPno-RoomDry,16,global,6.316108007441066,stcdl
SR-ReproPno-RoomDry,17,global,4.525412007441069,stcdl
SR-ReproPno-RoomDry,18,global,2.8043758713866467,stcdl
SR-ReproPno-RoomDry,19,global,1.083339735332224,stcdl
SR-ReproPno-RoomDry,20,global,-0.7073562646677729,stcdl
SR-ReproPno-RoomDry,21,global,-2.614152037910401,stcdl
SR-ReproPno-RoomDry,22,global,-4.404848037910398,stcdl
SR-ReproPno-RoomDry,23,global,-6.718799912910392,stcdl
SR-ReproPno-RoomDry,24,global,-8.27729636642514,stcdl
SR-ReproPno-RoomDry,25,global,-9.905452683885478,stcdl
SR-ReproPno-RoomDry,26,global,-11.603268865291405,stcdl
SR-ReproPno-RoomDry,27,global,-13.34752495599438,stcdl
SR-ReproPno-RoomDry,28,global,-15.068561092048796,stcdl
SR-ReproPno-RoomDry,29,global,-16.721660720166753,stcdl
SR-ReproPno-RoomDry,30,global,-18.069454225835717,stcdl
SR-ReproPno-RoomDry,31,global,-19.883370180484263,stcdl
SR-ReproPno-RoomDry,32,global,-21.58118636189019,stcdl
SR-ReproPno-RoomDry,33,global,-23.325442452593165,stcdl
SR-ReproPno-RoomDry,34,global,-25.16257836189024,stcdl
SR-ReproPno-RoomDry,35,global,-26.906834452593216,stcdl
SR-ReproPno-RoomDry,36,global,-28.674310497944703,stcdl
SR-ReproPno-RoomDry,37,global,-30.465006497944728,stcdl
SR-ReproPno-RoomDry,38,global,-32.25570249794475,stcdl
SR-ReproPno-RoomDry,39,global,-34.04639849794478,stcdl
SR-ReproPno-RoomDry,40,global,-35.837094497944804,stcdl
SR-ReproPno-RoomDry,41,global,-37.62779049794483,stcdl
SR-ReproPno-RoomDry,42,global,-37.37513048887533,stcdl
SR-ReproPno-RoomRev,1,global,32.38409095868819,stcdl
SR-ReproPno-RoomRev,2,global,30.64281345868819,stcdl
SR-ReproPno-RoomRev,3,global,28.968217231930826,stcdl
SR-ReproPno-RoomRev,4,global,27.162827354379804,stcdl
SR-ReproPno-RoomRev,5,global,25.41004518657935,stcdl
SR-ReproPno-RoomRev,6,global,23.80510882376756,stcdl
SR-ReproPno-RoomRev,7,global,22.01441282376756,stcdl
SR-ReproPno-RoomRev,8,global,20.293376687713145,stcdl
SR-ReproPno-RoomRev,9,global,18.47946073306464,stcdl
SR-ReproPno-RoomRev,10,global,16.967404188846952,stcdl
SR-ReproPno-RoomRev,11,global,15.107048324901374,stcdl
SR-ReproPno-RoomRev,12,global,13.316352324901375,stcdl
SR-ReproPno-RoomRev,13,global,11.595316188846958,stcdl
SR-ReproPno-RoomRev,14,global,9.80462018884696,stcdl
SR-ReproPno-RoomRev,15,global,8.106804007441063,stcdl
SR-ReproPno-RoomRev,16,global,6.316108007441066,stcdl
SR-ReproPno-RoomRev,17,global,4.525412007441069,stcdl
SR-ReproPno-RoomRev,18,global,2.8043758713866467,stcdl
SR-ReproPno-RoomRev,19,global,1.1065596899807488,stcdl
SR-ReproPno-RoomRev,20,global,-0.6841363100192481,stcdl
SR-ReproPno-RoomRev,21,global,-2.474832310019245,stcdl
SR-ReproPno-RoomRev,22,global,-4.195868446073668,stcdl
SR-ReproPno-RoomRev,23,global,-6.440160457128101,stcdl
SR-ReproPno-RoomRev,24,global,-8.230856457128105,stcdl
SR-ReproPno-RoomRev,25,global,-9.928672638533987,stcdl
SR-ReproPno-RoomRev,26,global,-11.626488819939915,stcdl
SR-ReproPno-RoomRev,27,global,-13.41718481993994,stcdl
SR-ReproPno-RoomRev,28,global,-15.091781046697314,stcdl
SR-ReproPno-RoomRev,29,global,-16.71993736415768,stcdl
SR-ReproPno-RoomRev,30,global,-18.55698257050691,stcdl
SR-ReproPno-RoomRev,31,global,-20.1852295909151,stcdl
SR-ReproPno-RoomRev,32,global,-21.929485681618075,stcdl
SR-ReproPno-RoomRev,33,global,-23.7201816816181,stcdl
SR-ReproPno-RoomRev,34,global,-25.51087768161813,stcdl
SR-ReproPno-RoomRev,35,global,-27.231913817672577,stcdl
SR-ReproPno-RoomRev,36,global,-28.95294995372703,stcdl
SR-ReproPno-RoomRev,37,global,-30.7204259990785,stcdl
SR-ReproPno-RoomRev,38,global,-32.511121999078526,stcdl
SR-ReproPno-RoomRev,39,global,-34.30181799907855,stcdl
SR-ReproPno-RoomRev,40,global,-36.06929404443007,stcdl
SR-ReproPno-RoomRev,41,global,-37.65101045259336,stcdl
SR-ReproPno-RoomRev,42,global,-37.37513048887533,stcdl
AR-R-Oribe,1,raw,-0.3409523811088435,cdl
AR-R-Oribe,2,raw,0.0580498865941043,cdl
AR-R-Oribe,3,raw,0.0256689343083884,cdl
AR-R-Oribe,4,raw,-0.0152380951360537,cdl
AR-R-Oribe,5,raw,0.0692517010113356,cdl
AR-R-Oribe,6,raw,0.2069841273242616,cdl
AR-R-Oribe,7,raw,0.0151473923900233,cdl
AR-R-Oribe,8,raw,0.3294331061950046,cdl
AR-R-Oribe,9,raw,0.0520634916213182,cdl
AR-R-Oribe,10,raw,0.0402721092607691,cdl
AR-R-Oribe,11,raw,-0.0127891155646224,cdl
AR-R-Oribe,12,raw,0.0573696143922859,cdl
AR-R-Oribe,13,raw,-0.0639455778911539,cdl
AR-R-Oribe,14,raw,-0.0212244893423942,cdl
AR-R-Oribe,15,raw,-0.1242630388072498,cdl
AR-R-Oribe,16,raw,0.5268027207845805,cdl
AR-R-Oribe,17,raw,-0.054240363192747,cdl
AR-R-Oribe,18,raw,0.0725623582312948,cdl
AR-R-Oribe,19,raw,-0.0193197280974999,cdl
AR-R-Oribe,20,raw,-0.5692517006802831,cdl
AR-R-Oribe,21,raw,0.0775510204399125,cdl
AR-R-Oribe,22,raw,0.139863945823123,cdl
AR-R-Oribe,23,raw,0.056417233893427,cdl
AR-R-Oribe,24,raw,-0.0170521541746069,cdl
AR-R-Oribe,25,raw,-0.3663492066961424,cdl
AR-R-Oribe,26,raw,0.1211791384852603,cdl
AR-R-Oribe,27,raw,0.1105668931791541,cdl
AR-R-Oribe,28,raw,-0.215147392324269,cdl
AR-R-Oribe,29,raw,-0.3761451245600824,cdl
AR-R-Oribe,30,raw,-0.0048979596326574,cdl
AR-R-Oribe,31,raw,-0.0939682536009058,cdl
AR-R-Oribe,32,raw,-0.0333786852131652,cdl
AR-R-Oribe,33,raw,0.3353287985714246,cdl
AR-R-Oribe,34,raw,0.03682539690476,cdl
AR-R-Oribe,35,raw,-0.0813605446780059,cdl
AR-R-Oribe,36,raw,0.0293877548480736,cdl
AR-R-Oribe,37,raw,-0.0249433101655256,cdl
AR-R-Oribe,38,raw,0.1930158726825368,cdl
AR-R-Oribe,39,raw,0.0064399091542099,cdl
AR-R-Oribe,40,raw,0.3555555559433117,cdl
AR-R-Oribe,41,raw,-0.0186848068480571,cdl
AR-R-Oribe,42,raw,7.245532879365101,cdl
OV-R-Fournier1961,1,raw,-0.4519727890680276,cdl
OV-R-Fournier1961,2,raw,0.1433106572290254,cdl
OV-R-Fournier1961,3,raw,0.053696144986393,cdl
OV-R-Fournier1961,4,raw,0.0333333328843519,cdl
OV-R-Fournier1961,5,raw,0.0011791378503396,cdl
OV-R-Fournier1961,6,raw,0.4166893426462579,cdl
OV-R-Fournier1961,7,raw,0.0175056684376428,cdl
OV-R-Fournier1961,8,raw,-0.0610430838798201,cdl
OV-R-Fournier1961,9,raw,0.068299319278914,cdl
OV-R-Fournier1961,10,raw,0.0071655329682585,cdl
OV-R-Fournier1961,11,raw,0.0300226761972766,cdl
OV-R-Fournier1961,12,raw,-0.0373696149886626,cdl
OV-R-Fournier1961,13,raw,-0.0300680275374105,cdl
OV-R-Fournier1961,14,raw,0.0680272105827768,cdl
OV-R-Fournier1961,15,raw,-0.0338321998956914,cdl
OV-R-Fournier1961,16,raw,-0.1874829930544095,cdl
OV-R-Fournier1961,17,raw,0.0737414968458054,cdl
OV-R-Fournier1961,18,raw,-0.1409523806145358,cdl
OV-R-Fournier1961,19,raw,0.0140136055396737,cdl
OV-R-Fournier1961,20,raw,0.1070294788435433,cdl
OV-R-Fournier1961,21,raw,0.1997278909115607,cdl
OV-R-Fournier1961,22,raw,0.1164172338344684,cdl
OV-R-Fournier1961,23,raw,0.0128798184512533,cdl
OV-R-Fournier1961,24,raw,0.1796825392403462,cdl
OV-R-Fournier1961,25,raw,-0.0866213147233736,cdl
OV-R-Fournier1961,26,raw,0.1548299322879813,cdl
OV-R-Fournier1961,27,raw,0.1512018137596413,cdl
OV-R-Fournier1961,28,raw,0.0613151931519411,cdl
OV-R-Fournier1961,29,raw,0.401315192539684,cdl
OV-R-Fournier1961,30,raw,-0.048253968532876,cdl
OV-R-Fournier1961,31,raw,-0.0017233559183722,cdl
OV-R-Fournier1961,32,raw,0.0899773242766599,cdl
OV-R-Fournier1961,33,raw,0.0858049883582765,cdl
OV-R-Fournier1961,34,raw,0.1467573700861635,cdl
OV-R-Fournier1961,35,raw,0.1001360546371756,cdl
OV-R-Fournier1961,36,raw,-0.0482539686689449,cdl
OV-R-Fournier1961,37,raw,0.0084353746394754,cdl
OV-R-Fournier1961,38,raw,2.004716553696141,cdl
OV-R-Fournier1961,39,raw,0.0565079365283338,cdl
OV-R-Fournier1961,40,raw,-0.0126984125238038,cdl
OV-R-Fournier1961,41,raw,0.0240362813628109,cdl
OV-R-Fournier1961,42,raw,-0.0197732426780135,cdl
SR-R-ReproPno-CloseRev,1,raw,0.9138321995464852,cdl
SR-R-ReproPno-CloseRev,2,raw,-0.0029555045351479,cdl
SR-R-ReproPno-CloseRev,3,raw,0.022221511337868,cdl
SR-R-ReproPno-CloseRev,4,raw,0.0194620192743766,cdl
SR-R-ReproPno-CloseRev,5,raw,-0.0065174274376378,cdl
SR-R-ReproPno-CloseRev,6,raw,0.0092264818594163,cdl
SR-R-ReproPno-CloseRev,7,raw,0.0451971485260855,cdl
SR-R-ReproPno-CloseRev,8,raw,-0.0024603027210758,cdl
SR-R-ReproPno-CloseRev,9,raw,0.0240772573696297,cdl
SR-R-ReproPno-CloseRev,10,raw,0.0415445226757533,cdl
SR-R-ReproPno-CloseRev,11,raw,-0.0230743798185706,cdl
SR-R-ReproPno-CloseRev,12,raw,-0.0305504251700448,cdl
SR-R-ReproPno-CloseRev,13,raw,0.00832273582769,cdl
SR-R-ReproPno-CloseRev,14,raw,-0.0081329013605113,cdl
SR-R-ReproPno-CloseRev,15,raw,-0.010892393424001,cdl
SR-R-ReproPno-CloseRev,16,raw,-0.0978242210883948,cdl
SR-R-ReproPno-CloseRev,17,raw,0.0098017743764557,cdl
SR-R-ReproPno-CloseRev,18,raw,-0.0939100986394194,cdl
SR-R-ReproPno-CloseRev,19,raw,0.0012895929705649,cdl
SR-R-ReproPno-CloseRev,20,raw,-0.0014698990929247,cdl
SR-R-ReproPno-CloseRev,21,raw,0.0696935113379169,cdl
SR-R-ReproPno-CloseRev,22,raw,0.026934019274428,cdl
SR-R-ReproPno-CloseRev,23,raw,0.0010547066327148,cdl
SR-R-ReproPno-CloseRev,24,raw,-0.001704785430789,cdl
SR-R-ReproPno-CloseRev,25,raw,-0.012355433956884,cdl
SR-R-ReproPno-CloseRev,26,raw,0.0096469787415003,cdl
SR-R-ReproPno-CloseRev,27,raw,0.1061165116212947,cdl
SR-R-ReproPno-CloseRev,28,raw,0.0104772009636775,cdl
SR-R-ReproPno-CloseRev,29,raw,-0.0421689124150361,cdl
SR-R-ReproPno-CloseRev,30,raw,-0.0879216017574577,cdl
SR-R-ReproPno-CloseRev,31,raw,-0.0169395972223469,cdl
SR-R-ReproPno-CloseRev,32,raw,0.031366670351332,cdl
SR-R-ReproPno-CloseRev,33,raw,0.0332330286279471,cdl
SR-R-ReproPno-CloseRev,34,raw,-0.0989595700115444,cdl
SR-R-ReproPno-CloseRev,35,raw,-0.0013108988097485,cdl
SR-R-ReproPno-CloseRev,36,raw,0.1045010376981565,cdl
SR-R-ReproPno-CloseRev,37,raw,0.0320816816890641,cdl
SR-R-ReproPno-CloseRev,38,raw,-0.0171177196715035,cdl
SR-R-ReproPno-CloseRev,39,raw,-0.0389248307826335,cdl
SR-R-ReproPno-CloseRev,40,raw,-0.0922965677441141,cdl
SR-R-ReproPno-CloseRev,41,raw,0.0210437134350058,cdl
SR-R-ReproPno-CloseRev,42,raw,-0.0098336924614983,cdl
SR-ReproPno-CloseDry,1,raw,0.9117687074829932,cdl
SR-ReproPno-CloseDry,2,raw,-0.0029555045351479,cdl
SR-ReproPno-CloseDry,3,raw,0.0036274070294783,cdl
SR-ReproPno-CloseDry,4,raw,-0.0146422891156472,cdl
SR-ReproPno-CloseDry,5,raw,-0.0143178809523778,cdl
SR-ReproPno-CloseDry,6,raw,-0.0047417721088383,cdl
SR-ReproPno-CloseDry,7,raw,0.0344034977324376,cdl
SR-ReproPno-CloseDry,8,raw,-0.0133446564625749,cdl
SR-ReproPno-CloseDry,9,raw,0.0101997063492227,cdl
SR-ReproPno-CloseDry,10,raw,0.0261250215419686,cdl
SR-ReproPno-CloseDry,11,raw,-0.0293328832199328,cdl
SR-ReproPno-CloseDry,12,raw,-0.0167635770974854,cdl
SR-ReproPno-CloseDry,13,raw,0.0051481326530904,cdl
SR-ReproPno-CloseDry,14,raw,-0.0113982074829621,cdl
SR-ReproPno-CloseDry,15,raw,-0.010892393424001,cdl
SR-ReproPno-CloseDry,16,raw,-0.0992754682539285,cdl
SR-ReproPno-CloseDry,17,raw,-0.0104249829931646,cdl
SR-ReproPno-CloseDry,18,raw,-0.0565404841269483,cdl
SR-ReproPno-CloseDry,19,raw,-0.0158532641722928,cdl
SR-ReproPno-CloseDry,20,raw,-0.0014698990929247,cdl
SR-ReproPno-CloseDry,21,raw,0.0556345544218217,cdl
SR-ReproPno-CloseDry,22,raw,0.0037140646258961,cdl
SR-ReproPno-CloseDry,23,raw,0.0010547066327148,cdl
SR-ReproPno-CloseDry,24,raw,-0.001704785430789,cdl
SR-ReproPno-CloseDry,25,raw,-0.0044642774942929,cdl
SR-ReproPno-CloseDry,26,raw,0.0159961850906995,cdl
SR-ReproPno-CloseDry,27,raw,0.0780893007369343,cdl
SR-ReproPno-CloseDry,28,raw,0.0104772009636775,cdl
SR-ReproPno-CloseDry,29,raw,-0.0189489577665114,cdl
SR-ReproPno-CloseDry,30,raw,-0.064701647108933,cdl
SR-ReproPno-CloseDry,31,raw,-0.0387990076531821,cdl
SR-ReproPno-CloseDry,32,raw,0.0284641760202646,cdl
SR-ReproPno-CloseDry,33,raw,0.0243441397390569,cdl
SR-ReproPno-CloseDry,34,raw,-0.0525196607144806,cdl
SR-ReproPno-CloseDry,35,raw,-0.0088392434809492,cdl
SR-ReproPno-CloseDry,36,raw,-0.0348186901929921,cdl
SR-ReproPno-CloseDry,37,raw,0.0320816816890641,cdl
SR-ReproPno-CloseDry,38,raw,-0.0171177196715035,cdl
SR-ReproPno-CloseDry,39,raw,-0.0526209759073594,cdl
SR-ReproPno-CloseDry,40,raw,-0.0306185632089608,cdl
SR-ReproPno-CloseDry,41,raw,-0.0021762412135331,cdl
SR-ReproPno-CloseDry,42,raw,-0.0049357332778328,cdl
SR-ReproPno-HandRecDry,1,raw,0.117641723356009,cdl
SR-ReproPno-HandRecDry,2,raw,0.0110127494331062,cdl
SR-ReproPno-HandRecDry,3,raw,-0.0149666972789122,cdl
SR-ReproPno-HandRecDry,4,raw,-0.0146422891156472,cdl
SR-ReproPno-HandRecDry,5,raw,0.0011923231292545,cdl
SR-ReproPno-HandRecDry,6,raw,0.0231947358276709,cdl
SR-ReproPno-HandRecDry,7,raw,0.0435644954648601,cdl
SR-ReproPno-HandRecDry,8,raw,0.0084240510204196,cdl
SR-ReproPno-HandRecDry,9,raw,0.1214922233560251,cdl
SR-ReproPno-HandRecDry,10,raw,0.07238352494333,cdl
SR-ReproPno-HandRecDry,11,raw,-0.0061129285714081,cdl
SR-ReproPno-HandRecDry,12,raw,0.0111729308390238,cdl
SR-ReproPno-HandRecDry,13,raw,0.0114973390022896,cdl
SR-ReproPno-HandRecDry,14,raw,-0.054572810657568,cdl
SR-ReproPno-HandRecDry,15,raw,0.0123275612245237,cdl
SR-ReproPno-HandRecDry,16,raw,-0.0949217267573274,cdl
SR-ReproPno-HandRecDry,17,raw,0.0187813662131901,cdl
SR-ReproPno-HandRecDry,18,raw,-0.0803046564625518,cdl
SR-ReproPno-HandRecDry,19,raw,-0.0097761666666258,cdl
SR-ReproPno-HandRecDry,20,raw,-0.0711297630385061,cdl
SR-ReproPno-HandRecDry,21,raw,0.0464735566893921,cdl
SR-ReproPno-HandRecDry,22,raw,0.0162310714286206,cdl
SR-ReproPno-HandRecDry,23,raw,0.0010547066327148,cdl
SR-ReproPno-HandRecDry,24,raw,-0.001704785430789,cdl
SR-ReproPno-HandRecDry,25,raw,0.0419756318027566,cdl
SR-ReproPno-HandRecDry,26,raw,0.0392161397392385,cdl
SR-ReproPno-HandRecDry,27,raw,0.0780893007369343,cdl
SR-ReproPno-HandRecDry,28,raw,-0.0225386720521925,cdl
SR-ReproPno-HandRecDry,29,raw,0.047264194160931,cdl
SR-ReproPno-HandRecDry,30,raw,-0.0186245496032739,cdl
SR-ReproPno-HandRecDry,31,raw,0.0049198132084882,cdl
SR-ReproPno-HandRecDry,32,raw,0.031366670351332,cdl
SR-ReproPno-HandRecDry,33,raw,0.028788584183502,cdl
SR-ReproPno-HandRecDry,34,raw,-0.0757396153630054,cdl
SR-ReproPno-HandRecDry,35,raw,-0.0088392434809492,cdl
SR-ReproPno-HandRecDry,36,raw,-0.0348186901929921,cdl
SR-ReproPno-HandRecDry,37,raw,0.0194739719384955,cdl
SR-ReproPno-HandRecDry,38,raw,-0.0171177196715035,cdl
SR-ReproPno-HandRecDry,39,raw,-0.0198772117350216,cdl
SR-ReproPno-HandRecDry,40,raw,0.000583250849985,cdl
SR-ReproPno-HandRecDry,41,raw,-0.0021762412135331,cdl
SR-ReproPno-HandRecDry,42,raw,-0.0049357332778328,cdl
SR-ReproPno-RoomDry,1,raw,0.8839002267573696,cdl
SR-ReproPno-RoomDry,2,raw,0.0434844047619042,cdl
SR-ReproPno-RoomDry,3,raw,0.0082532573696143,cdl
SR-ReproPno-RoomDry,4,raw,0.0085776655328793,cdl
SR-ReproPno-RoomDry,5,raw,0.0089020736961487,cdl
SR-ReproPno-RoomDry,6,raw,0.0464146904761957,cdl
SR-ReproPno-RoomDry,7,raw,0.0219771938775608,cdl
SR-ReproPno-RoomDry,8,raw,0.0439796065759736,cdl
SR-ReproPno-RoomDry,9,raw,0.047297212018158,cdl
SR-ReproPno-RoomDry,10,raw,0.0415445226757533,cdl
SR-ReproPno-RoomDry,11,raw,0.0001455748299541,cdl
SR-ReproPno-RoomDry,12,raw,0.039109438775533,cdl
SR-ReproPno-RoomDry,13,raw,-0.0085480124716283,cdl
SR-ReproPno-RoomDry,14,raw,-0.013030860544184,cdl
SR-ReproPno-RoomDry,15,raw,-0.03411234807254,cdl
SR-ReproPno-RoomDry,16,raw,0.0168243049887024,cdl
SR-ReproPno-RoomDry,17,raw,0.024767760771013,cdl
SR-ReproPno-RoomDry,18,raw,-0.0106447925169774,cdl
SR-ReproPno-RoomDry,19,raw,0.007366690476239,cdl
SR-ReproPno-RoomDry,20,raw,0.0137681961451718,cdl
SR-ReproPno-RoomDry,21,raw,0.0513715158730647,cdl
SR-ReproPno-RoomDry,22,raw,0.0394510260771454,cdl
SR-ReproPno-RoomDry,23,raw,0.0010547066327148,cdl
SR-ReproPno-RoomDry,24,raw,0.0215151692177357,cdl
SR-ReproPno-RoomDry,25,raw,0.0419756318027566,cdl
SR-ReproPno-RoomDry,26,raw,0.0096469787415003,cdl
SR-ReproPno-RoomDry,27,raw,0.0596766023242594,cdl
SR-ReproPno-RoomDry,28,raw,-0.0160080598072909,cdl
SR-ReproPno-RoomDry,29,raw,-0.0155022457483653,cdl
SR-ReproPno-RoomDry,30,raw,0.0274525479023992,cdl
SR-ReproPno-RoomDry,31,raw,0.028139767857013,cdl
SR-ReproPno-RoomDry,32,raw,0.0255616816891972,cdl
SR-ReproPno-RoomDry,33,raw,0.0198996952946117,cdl
SR-ReproPno-RoomDry,34,raw,0.2261197950678308,cdl
SR-ReproPno-RoomDry,35,raw,-0.0088392434809492,cdl
SR-ReproPno-RoomDry,36,raw,-0.0115987355444673,cdl
SR-ReproPno-RoomDry,37,raw,0.0088617270405393,cdl
SR-ReproPno-RoomDry,38,raw,0.0061022349770212,cdl
SR-ReproPno-RoomDry,39,raw,-0.0294010212588347,cdl
SR-ReproPno-RoomDry,40,raw,-0.0386004226193961,cdl
SR-ReproPno-RoomDry,41,raw,-0.0086161505105764,cdl
SR-ReproPno-RoomDry,42,raw,-0.0049357332778328,cdl
SR-ReproPno-RoomRev,1,raw,0.9138321995464852,cdl
SR-ReproPno-RoomRev,2,raw,0.0697882596371872,cdl
SR-ReproPno-RoomRev,3,raw,0.0036274070294783,cdl
SR-ReproPno-RoomRev,4,raw,0.0256298197278912,cdl
SR-ReproPno-RoomRev,5,raw,0.0089020736961487,cdl
SR-ReproPno-RoomRev,6,raw,0.0696346451247222,cdl
SR-ReproPno-RoomRev,7,raw,0.0219771938775608,cdl
SR-ReproPno-RoomRev,8,raw,0.0686508083900321,cdl
SR-ReproPno-RoomRev,9,raw,0.0705171666666828,cdl
SR-ReproPno-RoomRev,10,raw,0.0261250215419686,cdl
SR-ReproPno-RoomRev,11,raw,0.0171070260771202,cdl
SR-ReproPno-RoomRev,12,raw,0.039109438775533,cdl
SR-ReproPno-RoomRev,13,raw,0.017846545351503,cdl
SR-ReproPno-RoomRev,14,raw,-0.0081329013605113,cdl
SR-ReproPno-RoomRev,15,raw,-0.0110737993196963,cdl
SR-ReproPno-RoomRev,16,raw,0.0385930124716935,cdl
SR-ReproPno-RoomRev,17,raw,0.0217745634921016,cdl
SR-ReproPno-RoomRev,18,raw,-0.0480144070294485,cdl
SR-ReproPno-RoomRev,19,raw,0.0245095476190897,cdl
SR-ReproPno-RoomRev,20,raw,0.0369881507936966,cdl
SR-ReproPno-RoomRev,21,raw,0.0605325136054943,cdl
SR-ReproPno-RoomRev,22,raw,0.0626709807256702,cdl
SR-ReproPno-RoomRev,23,raw,0.0010547066327148,cdl
SR-ReproPno-RoomRev,24,raw,0.0215151692177357,cdl
SR-ReproPno-RoomRev,25,raw,0.0340844753401654,cdl
SR-ReproPno-RoomRev,26,raw,0.0265177270408116,cdl
SR-ReproPno-RoomRev,27,raw,0.1197219537981624,cdl
SR-ReproPno-RoomRev,28,raw,-0.0025840235261114,cdl
SR-ReproPno-RoomRev,29,raw,0.0077177089001594,cdl
SR-ReproPno-RoomRev,30,raw,0.0272711420066968,cdl
SR-ReproPno-RoomRev,31,raw,0.0295003120747026,cdl
SR-ReproPno-RoomRev,32,raw,0.0226591873581298,cdl
SR-ReproPno-RoomRev,33,raw,0.0198996952946117,cdl
SR-ReproPno-RoomRev,34,raw,0.0635801125281432,cdl
SR-ReproPno-RoomRev,35,raw,-0.0088392434809492,cdl
SR-ReproPno-RoomRev,36,raw,-0.0257483954084136,cdl
SR-ReproPno-RoomRev,37,raw,0.0088617270405393,cdl
